split,ablation_mode,memory_mode,vertical,record_count,recall_at_5,mrr,failure_count,candidate_recall_at_50,candidate_recall_at_100,candidate_recall_at_200,candidate_diagnostic_max_k_available,gold_in_top50_but_not_top5_rate,gold_in_top100_but_not_top5_rate,gold_absent_from_top100_rate,gold_in_candidate_pool_count,reranker_rescued_gold_count,query_enrichment_used,reranking_used,source_hints_used,top_failure_reasons
controlled_2000,prompt_plus_source_hints,mm1_dense_top5,retail,400,0.864167,0.9675,95,0.874167,0.874167,0.874167,50,0.01,0.01,0.0225,391,15,True,True,True,"{""gold_in_top50_not_top5"": 86, ""gold_not_in_candidate_pool"": 9, ""poor_scoring"": 95}"
controlled_2000,prompt_plus_source_hints,mm2_hybrid_top5,airline,400,0.977708,0.99375,34,1.0,1.0,1.0,50,0.0,0.0,0.0,400,0,True,True,True,"{""gold_in_top50_not_top5"": 34, ""poor_scoring"": 34}"
controlled_2000,prompt_plus_source_hints,mm2_hybrid_top5,finance,400,0.9975,0.990833,1,0.9975,0.9975,0.9975,50,0.0,0.0,0.0025,399,0,True,True,True,"{""gold_not_in_candidate_pool"": 1, ""missed_finance_metric"": 1, ""missed_period"": 1, ""poor_scoring"": 1}"
controlled_2000,prompt_plus_source_hints,mm2_hybrid_top5,healthcare_admin,400,0.964583,0.942375,29,1.0,1.0,1.0,50,0.0,0.0,0.0,400,4,True,True,True,"{""gold_in_top50_not_top5"": 29, ""poor_scoring"": 29}"
controlled_2000,prompt_plus_source_hints,mm2_hybrid_top5,research_ai,400,0.971168,0.98,24,0.98,0.98,0.98,50,0.0,0.0,0.0,392,0,True,True,True,"{""chunk_too_broad"": 2, ""gold_in_top50_not_top5"": 16, ""poor_scoring"": 16}"
controlled_2000,prompt_plus_source_hints,mm2_hybrid_top5,retail,400,0.93375,0.9975,52,0.9525,0.9525,0.9525,50,0.0025,0.0025,0.0,400,3,True,True,True,"{""gold_in_top50_not_top5"": 52, ""poor_scoring"": 52}"
controlled_2000,prompt_plus_source_hints,mm3_compressed_hybrid_top5,airline,400,0.977708,0.99375,34,1.0,1.0,1.0,50,0.0,0.0,0.0,400,0,True,True,True,"{""gold_in_top50_not_top5"": 34, ""poor_scoring"": 34}"
controlled_2000,prompt_plus_source_hints,mm3_compressed_hybrid_top5,finance,400,0.9975,0.990833,1,0.9975,0.9975,0.9975,50,0.0,0.0,0.0025,399,0,True,True,True,"{""gold_not_in_candidate_pool"": 1, ""missed_finance_metric"": 1, ""missed_period"": 1, ""poor_scoring"": 1}"
controlled_2000,prompt_plus_source_hints,mm3_compressed_hybrid_top5,healthcare_admin,400,0.964583,0.942375,29,1.0,1.0,1.0,50,0.0,0.0,0.0,400,4,True,True,True,"{""gold_in_top50_not_top5"": 29, ""poor_scoring"": 29}"
controlled_2000,prompt_plus_source_hints,mm3_compressed_hybrid_top5,research_ai,400,0.971168,0.98,24,0.98,0.98,0.98,50,0.0,0.0,0.0,392,0,True,True,True,"{""gold_in_top50_not_top5"": 16, ""poor_scoring"": 16}"
controlled_2000,prompt_plus_source_hints,mm3_compressed_hybrid_top5,retail,400,0.93375,0.9975,52,0.9525,0.9525,0.9525,50,0.0025,0.0025,0.0,400,3,True,True,True,"{""gold_in_top50_not_top5"": 52, ""poor_scoring"": 52}"
controlled_2000,prompt_text_only,mm0_no_context,airline,400,0.0,0.0,400,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
controlled_2000,prompt_text_only,mm0_no_context,finance,400,0.0,0.0,400,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
controlled_2000,prompt_text_only,mm0_no_context,healthcare_admin,400,0.0,0.0,400,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
controlled_2000,prompt_text_only,mm0_no_context,research_ai,400,0.0,0.0,400,0.0,0.0,0.0,0,0.0,0.0,0.98,0,0,True,False,False,{}
controlled_2000,prompt_text_only,mm0_no_context,retail,400,0.0,0.0,400,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
controlled_2000,prompt_text_only,mm1_dense_top5,airline,400,0.559792,0.771958,293,0.607292,0.607292,0.607292,50,0.0425,0.0425,0.095,362,140,True,True,False,"{""gold_in_top50_not_top5"": 255, ""gold_not_in_candidate_pool"": 38, ""poor_scoring"": 293}"
controlled_2000,prompt_text_only,mm1_dense_top5,finance,400,0.145,0.082333,344,0.544375,0.544375,0.544375,50,0.42,0.42,0.43,228,26,True,True,False,"{""bad_query_terms"": 115, ""gold_in_top50_not_top5"": 172, ""gold_not_in_candidate_pool"": 172, ""missed_finance_metric"": 298, ""missed_period"": 344, ""poor_scoring"": 344}"
controlled_2000,prompt_text_only,mm1_dense_top5,healthcare_admin,400,0.72625,0.835333,172,0.754167,0.754167,0.754167,50,0.0225,0.0225,0.09,364,70,True,True,False,"{""gold_in_top50_not_top5"": 136, ""gold_not_in_candidate_pool"": 36, ""poor_scoring"": 172}"
controlled_2000,prompt_text_only,mm1_dense_top5,research_ai,400,0.282107,0.260417,347,0.755905,0.755905,0.755905,50,0.3375,0.3375,0.2,312,12,True,True,False,"{""chunk_too_broad"": 1, ""gold_in_top50_not_top5"": 259, ""gold_not_in_candidate_pool"": 80, ""poor_scoring"": 339}"
controlled_2000,prompt_text_only,mm1_dense_top5,retail,400,0.189583,0.154458,338,0.542083,0.542083,0.542083,50,0.395,0.395,0.38,248,25,True,True,False,"{""gold_in_top50_not_top5"": 186, ""gold_not_in_candidate_pool"": 152, ""poor_scoring"": 338}"
controlled_2000,prompt_text_only,mm2_hybrid_top5,airline,400,0.6925,0.943625,235,0.747292,0.747292,0.747292,50,0.0025,0.0025,0.0125,395,51,True,True,False,"{""gold_in_top50_not_top5"": 230, ""gold_not_in_candidate_pool"": 5, ""poor_scoring"": 235}"
controlled_2000,prompt_text_only,mm2_hybrid_top5,finance,400,0.14875,0.091875,343,0.594375,0.594375,0.594375,50,0.465,0.465,0.38,248,40,True,True,False,"{""bad_query_terms"": 115, ""chunk_too_broad"": 3, ""gold_in_top50_not_top5"": 191, ""gold_not_in_candidate_pool"": 152, ""missed_finance_metric"": 301, ""missed_period"": 343, ""poor_scoring"": 343}"
controlled_2000,prompt_text_only,mm2_hybrid_top5,healthcare_admin,400,0.804583,0.96825,144,0.820833,0.820833,0.820833,50,0.0,0.0,0.01,396,26,True,True,False,"{""gold_in_top50_not_top5"": 140, ""gold_not_in_candidate_pool"": 4, ""poor_scoring"": 144}"
controlled_2000,prompt_text_only,mm2_hybrid_top5,research_ai,400,0.267147,0.240292,350,0.763875,0.763875,0.763875,50,0.3625,0.3625,0.1975,313,18,True,True,False,"{""chunk_too_broad"": 2, ""gold_in_top50_not_top5"": 263, ""gold_not_in_candidate_pool"": 79, ""poor_scoring"": 342}"
controlled_2000,prompt_text_only,mm2_hybrid_top5,retail,400,0.23125,0.188917,329,0.62375,0.62375,0.62375,50,0.4275,0.4275,0.2875,285,32,True,True,False,"{""gold_in_top50_not_top5"": 214, ""gold_not_in_candidate_pool"": 115, ""poor_scoring"": 329}"
controlled_2000,prompt_text_only,mm3_compressed_hybrid_top5,airline,400,0.6925,0.943625,235,0.747292,0.747292,0.747292,50,0.0025,0.0025,0.0125,395,51,True,True,False,"{""gold_in_top50_not_top5"": 230, ""gold_not_in_candidate_pool"": 5, ""poor_scoring"": 235}"
controlled_2000,prompt_text_only,mm3_compressed_hybrid_top5,finance,400,0.14875,0.091875,343,0.594375,0.594375,0.594375,50,0.465,0.465,0.38,248,40,True,True,False,"{""bad_query_terms"": 115, ""gold_in_top50_not_top5"": 191, ""gold_not_in_candidate_pool"": 152, ""missed_finance_metric"": 301, ""missed_period"": 343, ""poor_scoring"": 343}"
controlled_2000,prompt_text_only,mm3_compressed_hybrid_top5,healthcare_admin,400,0.804583,0.96825,144,0.820833,0.820833,0.820833,50,0.0,0.0,0.01,396,26,True,True,False,"{""gold_in_top50_not_top5"": 140, ""gold_not_in_candidate_pool"": 4, ""poor_scoring"": 144}"
controlled_2000,prompt_text_only,mm3_compressed_hybrid_top5,research_ai,400,0.267147,0.240292,350,0.763875,0.763875,0.763875,50,0.3625,0.3625,0.1975,313,18,True,True,False,"{""gold_in_top50_not_top5"": 263, ""gold_not_in_candidate_pool"": 79, ""poor_scoring"": 342}"
controlled_2000,prompt_text_only,mm3_compressed_hybrid_top5,retail,400,0.23125,0.188917,329,0.62375,0.62375,0.62375,50,0.4275,0.4275,0.2875,285,32,True,True,False,"{""gold_in_top50_not_top5"": 214, ""gold_not_in_candidate_pool"": 115, ""poor_scoring"": 329}"
final_10000,prompt_plus_metadata,mm0_no_context,airline,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
final_10000,prompt_plus_metadata,mm0_no_context,finance,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
final_10000,prompt_plus_metadata,mm0_no_context,healthcare_admin,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
final_10000,prompt_plus_metadata,mm0_no_context,research_ai,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,0.98,0,0,True,False,False,{}
final_10000,prompt_plus_metadata,mm0_no_context,retail,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
final_10000,prompt_plus_metadata,mm1_dense_top5,airline,2000,0.547667,0.778,1437,0.622542,0.622542,0.622542,50,0.0745,0.0745,0.095,1810,661,True,True,False,"{""gold_in_top50_not_top5"": 1247, ""gold_not_in_candidate_pool"": 190, ""poor_scoring"": 1437}"
final_10000,prompt_plus_metadata,mm1_dense_top5,finance,2000,0.205375,0.1128,1621,0.777,0.777,0.777,50,0.581,0.581,0.197,1606,156,True,True,False,"{""chunk_too_broad"": 1, ""gold_in_top50_not_top5"": 1227, ""gold_not_in_candidate_pool"": 394, ""missed_finance_metric"": 1245, ""missed_period"": 1621, ""poor_scoring"": 1621}"
final_10000,prompt_plus_metadata,mm1_dense_top5,healthcare_admin,2000,0.721083,0.829375,879,0.754083,0.754083,0.754083,50,0.025,0.025,0.087,1826,393,True,True,False,"{""gold_in_top50_not_top5"": 705, ""gold_not_in_candidate_pool"": 174, ""poor_scoring"": 879}"
final_10000,prompt_plus_metadata,mm1_dense_top5,research_ai,2000,0.647968,0.616158,928,0.851523,0.851523,0.851523,50,0.146,0.146,0.0895,1781,26,True,True,False,"{""chunk_too_broad"": 5, ""gold_in_top50_not_top5"": 709, ""gold_not_in_candidate_pool"": 179, ""poor_scoring"": 888}"
final_10000,prompt_plus_metadata,mm1_dense_top5,retail,2000,0.210417,0.244917,1659,0.891667,0.891667,0.891667,50,0.738,0.738,0.0095,1981,7,True,True,False,"{""gold_in_top50_not_top5"": 1640, ""gold_not_in_candidate_pool"": 19, ""poor_scoring"": 1659}"
final_10000,prompt_plus_metadata,mm2_hybrid_top5,airline,2000,0.7065,0.936125,1148,0.761042,0.761042,0.761042,50,0.0145,0.0145,0.0,2000,141,True,True,False,"{""gold_in_top50_not_top5"": 1148, ""poor_scoring"": 1148}"
final_10000,prompt_plus_metadata,mm2_hybrid_top5,finance,2000,0.28075,0.174333,1478,0.82075,0.82075,0.82075,50,0.5455,0.5455,0.153,1694,386,True,True,False,"{""gold_in_top50_not_top5"": 1172, ""gold_not_in_candidate_pool"": 306, ""missed_finance_metric"": 1163, ""missed_period"": 1478, ""poor_scoring"": 1478}"
final_10000,prompt_plus_metadata,mm2_hybrid_top5,healthcare_admin,2000,0.794333,0.936125,761,0.816333,0.816333,0.816333,50,0.002,0.002,0.008,1984,104,True,True,False,"{""gold_in_top50_not_top5"": 745, ""gold_not_in_candidate_pool"": 16, ""poor_scoring"": 761}"
final_10000,prompt_plus_metadata,mm2_hybrid_top5,research_ai,2000,0.641715,0.618225,950,0.866486,0.866486,0.866486,50,0.1575,0.1575,0.076,1808,70,True,True,False,"{""chunk_too_broad"": 25, ""gold_in_top50_not_top5"": 758, ""gold_not_in_candidate_pool"": 152, ""poor_scoring"": 910}"
final_10000,prompt_plus_metadata,mm2_hybrid_top5,retail,2000,0.221583,0.248417,1626,0.924667,0.924667,0.924667,50,0.744,0.744,0.001,1998,39,True,True,False,"{""gold_in_top50_not_top5"": 1624, ""gold_not_in_candidate_pool"": 2, ""poor_scoring"": 1626}"
final_10000,prompt_plus_metadata,mm3_compressed_hybrid_top5,airline,2000,0.7065,0.936125,1148,0.761042,0.761042,0.761042,50,0.0145,0.0145,0.0,2000,141,True,True,False,"{""gold_in_top50_not_top5"": 1148, ""poor_scoring"": 1148}"
final_10000,prompt_plus_metadata,mm3_compressed_hybrid_top5,finance,2000,0.28075,0.174333,1478,0.82075,0.82075,0.82075,50,0.5455,0.5455,0.153,1694,386,True,True,False,"{""gold_in_top50_not_top5"": 1172, ""gold_not_in_candidate_pool"": 306, ""missed_finance_metric"": 1163, ""missed_period"": 1478, ""poor_scoring"": 1478}"
final_10000,prompt_plus_metadata,mm3_compressed_hybrid_top5,healthcare_admin,2000,0.794333,0.936125,761,0.816333,0.816333,0.816333,50,0.002,0.002,0.008,1984,104,True,True,False,"{""gold_in_top50_not_top5"": 745, ""gold_not_in_candidate_pool"": 16, ""poor_scoring"": 761}"
final_10000,prompt_plus_metadata,mm3_compressed_hybrid_top5,research_ai,2000,0.641715,0.618225,950,0.866486,0.866486,0.866486,50,0.1575,0.1575,0.076,1808,70,True,True,False,"{""gold_in_top50_not_top5"": 758, ""gold_not_in_candidate_pool"": 152, ""poor_scoring"": 910}"
final_10000,prompt_plus_metadata,mm3_compressed_hybrid_top5,retail,2000,0.221583,0.248417,1626,0.924667,0.924667,0.924667,50,0.744,0.744,0.001,1998,39,True,True,False,"{""gold_in_top50_not_top5"": 1624, ""gold_not_in_candidate_pool"": 2, ""poor_scoring"": 1626}"
final_10000,prompt_plus_source_hints,mm0_no_context,airline,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,True,{}
final_10000,prompt_plus_source_hints,mm0_no_context,finance,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,True,{}
final_10000,prompt_plus_source_hints,mm0_no_context,healthcare_admin,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,True,{}
final_10000,prompt_plus_source_hints,mm0_no_context,research_ai,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,0.98,0,0,True,False,True,{}
final_10000,prompt_plus_source_hints,mm0_no_context,retail,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,True,{}
final_10000,prompt_plus_source_hints,mm1_dense_top5,airline,2000,0.812958,0.978,799,0.825833,0.825833,0.825833,50,0.0,0.0,0.014,1972,494,True,True,True,"{""gold_in_top50_not_top5"": 771, ""gold_not_in_candidate_pool"": 28, ""poor_scoring"": 799}"
final_10000,prompt_plus_source_hints,mm1_dense_top5,finance,2000,0.84025,0.850333,351,0.8405,0.8405,0.8405,50,0.0,0.0,0.1445,1711,762,True,True,True,"{""gold_in_top50_not_top5"": 62, ""gold_not_in_candidate_pool"": 289, ""missed_finance_metric"": 112, ""missed_period"": 351, ""poor_scoring"": 351}"
final_10000,prompt_plus_source_hints,mm1_dense_top5,healthcare_admin,2000,0.771917,0.8829,753,0.780833,0.780833,0.780833,50,0.0095,0.0095,0.0655,1869,455,True,True,True,"{""gold_in_top50_not_top5"": 622, ""gold_not_in_candidate_pool"": 131, ""poor_scoring"": 753}"
final_10000,prompt_plus_source_hints,mm1_dense_top5,research_ai,2000,0.962013,0.98,161,0.971813,0.971813,0.971813,50,0.0,0.0,0.0,1960,17,True,True,True,"{""chunk_too_broad"": 10, ""gold_in_top50_not_top5"": 121, ""poor_scoring"": 121}"
final_10000,prompt_plus_source_hints,mm1_dense_top5,retail,2000,0.891917,0.9905,409,0.894167,0.894167,0.894167,50,0.002,0.002,0.0075,1985,19,True,True,True,"{""gold_in_top50_not_top5"": 394, ""gold_not_in_candidate_pool"": 15, ""poor_scoring"": 409}"
final_10000,prompt_plus_source_hints,mm2_hybrid_top5,airline,2000,0.979042,0.99275,162,1.0,1.0,1.0,50,0.0,0.0,0.0,2000,0,True,True,True,"{""gold_in_top50_not_top5"": 162, ""poor_scoring"": 162}"
final_10000,prompt_plus_source_hints,mm2_hybrid_top5,finance,2000,0.997375,0.991833,6,0.9975,0.9975,0.9975,50,0.0,0.0,0.0025,1995,0,True,True,True,"{""gold_in_top50_not_top5"": 1, ""gold_not_in_candidate_pool"": 5, ""missed_finance_metric"": 6, ""missed_period"": 6, ""poor_scoring"": 6}"
final_10000,prompt_plus_source_hints,mm2_hybrid_top5,healthcare_admin,2000,0.962417,0.943083,155,1.0,1.0,1.0,50,0.0,0.0,0.0,2000,19,True,True,True,"{""gold_in_top50_not_top5"": 155, ""poor_scoring"": 155}"
final_10000,prompt_plus_source_hints,mm2_hybrid_top5,research_ai,2000,0.966893,0.98,133,0.98,0.98,0.98,50,0.0,0.0,0.0,1960,0,True,True,True,"{""chunk_too_broad"": 18, ""gold_in_top50_not_top5"": 93, ""poor_scoring"": 93}"
final_10000,prompt_plus_source_hints,mm2_hybrid_top5,retail,2000,0.942,0.9985,231,0.95225,0.95225,0.95225,50,0.0005,0.0005,0.0,2000,3,True,True,True,"{""gold_in_top50_not_top5"": 231, ""poor_scoring"": 231}"
final_10000,prompt_plus_source_hints,mm3_compressed_hybrid_top5,airline,2000,0.979042,0.99275,162,1.0,1.0,1.0,50,0.0,0.0,0.0,2000,0,True,True,True,"{""gold_in_top50_not_top5"": 162, ""poor_scoring"": 162}"
final_10000,prompt_plus_source_hints,mm3_compressed_hybrid_top5,finance,2000,0.997375,0.991833,6,0.9975,0.9975,0.9975,50,0.0,0.0,0.0025,1995,0,True,True,True,"{""gold_in_top50_not_top5"": 1, ""gold_not_in_candidate_pool"": 5, ""missed_finance_metric"": 6, ""missed_period"": 6, ""poor_scoring"": 6}"
final_10000,prompt_plus_source_hints,mm3_compressed_hybrid_top5,healthcare_admin,2000,0.962417,0.943083,155,1.0,1.0,1.0,50,0.0,0.0,0.0,2000,19,True,True,True,"{""gold_in_top50_not_top5"": 155, ""poor_scoring"": 155}"
final_10000,prompt_plus_source_hints,mm3_compressed_hybrid_top5,research_ai,2000,0.966893,0.98,133,0.98,0.98,0.98,50,0.0,0.0,0.0,1960,0,True,True,True,"{""gold_in_top50_not_top5"": 93, ""poor_scoring"": 93}"
final_10000,prompt_plus_source_hints,mm3_compressed_hybrid_top5,retail,2000,0.942,0.9985,231,0.95225,0.95225,0.95225,50,0.0005,0.0005,0.0,2000,3,True,True,True,"{""gold_in_top50_not_top5"": 231, ""poor_scoring"": 231}"
final_10000,prompt_text_only,mm0_no_context,airline,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
final_10000,prompt_text_only,mm0_no_context,finance,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
final_10000,prompt_text_only,mm0_no_context,healthcare_admin,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
final_10000,prompt_text_only,mm0_no_context,research_ai,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,0.98,0,0,True,False,False,{}
final_10000,prompt_text_only,mm0_no_context,retail,2000,0.0,0.0,2000,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,True,False,False,{}
final_10000,prompt_text_only,mm1_dense_top5,airline,2000,0.556083,0.768958,1475,0.605833,0.605833,0.605833,50,0.047,0.047,0.096,1808,698,True,True,False,"{""gold_in_top50_not_top5"": 1283, ""gold_not_in_candidate_pool"": 192, ""poor_scoring"": 1475}"
