split,ablation_mode,memory_mode,vertical,record_count,evidence_selector_strategy,exact_top5_count,avg_selected_evidence_count,duplicate_avoidance_applied_count,evidence_contract_valid_count,selection_reason_sample
final_10000,prompt_text_only,mm2_hybrid_top5,airline,2000,calibrated_top5,2000,5,2000,2000,"metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap,hybrid_score_rank"
final_10000,prompt_text_only,mm2_hybrid_top5,finance,2000,finance_calibrated_top5,2000,5,2000,2000,"company_or_ticker_match,title_overlap,metadata_overlap,finance_selector,metric_or_concept_match,title_overlap,metadata_overlap,finance_selector,company_or_ticker_match,metric_or_concept_match,title_overlap,metadata_overlap,finance_selector,title_overlap,metadata_overlap,finance_selector,company_or_ticker_match,metric_or_concept_match,section_match,title_overlap,metadata_overlap,finance_selector"
final_10000,prompt_text_only,mm2_hybrid_top5,healthcare_admin,2000,calibrated_top5,2000,5,2000,2000,"metric_or_concept_match,title_overlap,metadata_overlap,hybrid_score_rank,metric_or_concept_match,metadata_overlap"
final_10000,prompt_text_only,mm2_hybrid_top5,research_ai,2000,calibrated_top5,2000,5,2000,2000,"metric_or_concept_match,title_overlap,metadata_overlap"
final_10000,prompt_text_only,mm2_hybrid_top5,retail,2000,calibrated_top5,2000,5,2000,2000,"metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap,hybrid_score_rank"
final_10000,prompt_text_only,mm3_compressed_hybrid_top5,airline,2000,calibrated_top5,2000,5,2000,2000,"metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap,hybrid_score_rank"
final_10000,prompt_text_only,mm3_compressed_hybrid_top5,finance,2000,finance_calibrated_top5,2000,5,2000,2000,"company_or_ticker_match,title_overlap,metadata_overlap,finance_selector,metric_or_concept_match,title_overlap,metadata_overlap,finance_selector,company_or_ticker_match,metric_or_concept_match,title_overlap,metadata_overlap,finance_selector,title_overlap,metadata_overlap,finance_selector,company_or_ticker_match,metric_or_concept_match,section_match,title_overlap,metadata_overlap,finance_selector"
final_10000,prompt_text_only,mm3_compressed_hybrid_top5,healthcare_admin,2000,calibrated_top5,2000,5,2000,2000,"metric_or_concept_match,title_overlap,metadata_overlap,hybrid_score_rank,metric_or_concept_match,metadata_overlap"
final_10000,prompt_text_only,mm3_compressed_hybrid_top5,research_ai,2000,calibrated_top5,2000,5,2000,2000,"metric_or_concept_match,title_overlap,metadata_overlap"
final_10000,prompt_text_only,mm3_compressed_hybrid_top5,retail,2000,calibrated_top5,2000,5,2000,2000,"metric_or_concept_match,title_overlap,metadata_overlap,metric_or_concept_match,metadata_overlap,hybrid_score_rank"
